Identifier,Title
BU07772100,Zuid bedrijventerrein Vosdonk
BU07772200,Bedrijventerrein Trivium
BU07772300,Zuid landelijk gebied 1
BU07772301,Zuid landelijk gebied 2
BU07772302,Zuid landelijk gebied 3
BU07772303,Zuid landelijk gebied 4
BU19400101,Akmarijp
BU19400201,Bakhuizen
BU19400301,Balk
BU19400401,Bantega
BU19400501,Boornzwaag
BU19400601,Broek
BU19400701,Delfstrahuizen-Buitengebied
BU19400702,Delfstrahuizen-Kom
BU19400801,Dijken
BU19400901,Doniaga
BU19401001,Echten
BU19401101,Echtenerbrug-Buitengebied
BU19401102,Echtenerbrug-Kom
BU19401201,Eesterga
BU19401301,Elahuizen
BU19401401,Follega
BU19401501,Goingarijp
BU19401601,Harich
BU19401701,Haskerhorne
BU19401801,Idskenhuizen
BU19401901,"Joure, Blaauwhof"
BU19401902,"Joure, Buitengebied"
BU19401903,"Joure, Centrum"
BU19401904,"Joure, Jonkersland"
BU19401905,"Joure, Sewei/De Ekers"
BU19401906,"Joure, Skipsleat"
BU19401907,"Joure, Westermeer"
BU19401908,"Joure, Woudfennen"
BU19401909,"Joure, Wyldehoarne"
BU19401910,"Joure, Zuiderveld"
BU19402001,Kolderwolde
BU19402101,Langweer
BU19402201,Legemeer
BU19402301,Lemmer-Buitengebied
BU19402302,Lemmer-Frieslandpark
BU19402303,Lemmer-Kom
BU19402304,Lemmer-Lemstervaart
BU19402305,Lemmer-Noord
BU19402306,Lemmer-Rienplan
BU19402307,Lemmer-West
BU19402308,Lemmer-Zijlroede
BU19402401,Mirns
BU19402501,Nijehaske
BU19402601,Nijemirdum
BU19402701,Oldeouwer
BU19402801,Oosterzee-Buitengebied
BU19402802,Oosterzee-Kom
BU19402901,Oudega
BU19403001,Oudehaske
BU19403101,Oudemirdum
BU19403201,Ouwsterhaule
BU19403301,Ouwster-Nijega
BU19403401,Rijs
BU19403501,Rohel
BU19403601,Rotstergaast
BU19403701,Rotsterhaule
BU19403801,Rottum
BU19403901,Ruigahuizen
BU19404001,Scharsterbrug
BU19404101,Sint Nicolaasga
BU19404201,Sintjohannesga
BU19404301,Sloten
BU19404401,Snikzwaag
BU19404501,Sondel
BU19404601,Terherne
BU19404701,Terkaple
BU19404801,Teroele
BU19404901,Tjerkgaast
BU19405001,Vegelinsoord
BU19405101,Wijckel
BU07790000,Raamsdonksveer
BU07790001,Hooipolder en De Hoeven
BU07790002,Industrieterrein Dombosch
BU07790009,Verspreide huizen Raamsdonksveer
BU07790100,Raamsdonk
BU07790109,Verspreide huizen Raamsdonk
BU07790200,Geertruidenberg-Kom
BU07790201,Geertruidenberg-West
BU07790202,Geertruidenberg-Noord
BU07790203,Industrieterrein Dongeoever Amerkant
BU07790209,Verspreide huizen Geertruidenberg
BU17710000,Centrum
BU17710001,Skandia
BU17710002,Akert
BU17710003,Zesgehuchten
BU17710004,Braakhuizen-Noord
BU17710005,Braakhuizen-Zuid
BU17710006,Coevering
BU17710007,Genoenhuis
BU17710008,Buitengebied Geldrop-Oost
BU17710009,Buitengebied Geldrop- West
BU17710110,Mierlo-Dorp
BU17710111,Neerakkers
BU17710112,Kerkakkers
BU17710113,Luchen
BU17710114,Buitengebied Mierlo
BU16520000,Gemert-Centrum
BU16520008,Verspreide huizen Broekkant
BU16520101,Gemert-Noord
BU16520104,Doonheide
BU16520107,Verspreide huizen Kampen-Esdonk
BU16520202,Gemert-Oost
BU16520203,Industrieterrein Scheiweg
BU16520209,Verspreide huizen Rooije Hoef
BU16520300,Handel
BU16520308,Verspreide huizen Verreheide
BU16520309,Verspreide huizen Heereveld
BU16520400,De Mortel
BU16520408,Verspreide huizen Milschot-Tereyken
BU16520409,Verspreide huizen Mortelse Peel
BU16520500,Elsendorp
BU16520509,Verspreide huizen Elsendorp
BU16520600,Bakel
BU16520608,Verspreide huizen Grotelse Heide en Esp
BU16520609,Verspr.h. ten zuidwesten van Bakel
BU16520700,Milheeze
BU16520708,Verspreide huizen Groote Peel
BU16520709,Verspreide huizen Milheeze
BU16520800,De Rips
BU16520809,Verspreide huizen Rips
BU09070000,Milsbeek
BU09070001,Sprokkelveld
BU09070009,Bloemenstraat-Zwarteweg
BU09070100,Ottersum
BU09070108,Aaldonk-Violenberg
BU09070109,Looierheide
BU09070200,Ven-Zelderheide
BU09070209,Langehorst-Zelder
BU09070300,Oude Stadskern
BU09070301,Noord
BU09070302,Midden
BU09070303,Zuid
BU09070309,Panoven-Maaskemp
BU09070400,Heijen
BU09070408,Heijensebos
BU09070409,Diekendaal-Nieuwerf
BU07840101,Centrumgebied West Rijen
BU07840102,Vijf Eiken
BU07840103,Wolfsweide
BU07840104,Centrumgebied Oost Rijen
BU07840105,Schildersbuurt
BU07840106,Vliegende Vennen
BU07840107,Paarse Strook
BU07840108,Bedrijventerrein Haansberg
BU07840109,Rijen Zuid
BU07840110,Grote Spie
BU07840111,Tussen de Leijen
BU07840112,Buitengebied Zuid Rijen
BU07840113,Buitengebied Noord Rijen
BU07840201,Centrumgebied Noord Gilze
BU07840202,Centrumgebied Zuid Gilze
BU07840203,Strijpakkers-Laars
BU07840204,Steenakkers
BU07840205,Bedrijventerrein Broekakkers
BU07840206,Hofstad
BU07840207,Bedrijventerrein Midden-Brabant Poort
BU07840208,Buitengebied Gilze
BU07840209,Prinsenbosch
BU07840301,Kern Hulten
BU07840302,Buitengebied Hulten
BU07840401,Kern Molenschot
BU07840402,Buitengebied Molenschot
BU19240001,Goedereede woonkern
BU19240002,Goedereede havenhoofd
BU19240003,Goedereede buitengebied
BU19240101,Ouddorp centrum
BU19240102,Ouddorp noord
BU19240103,Ouddorp zuid
BU19240104,Ouddorp klepperstee klarebeek
BU19240105,Ouddorp oude nieuwlandseweg
BU19240106,Ouddorp brouwersdam
BU19240107,Ouddorp westeinde
BU19240108,Ouddorp oudeland
BU19240109,Ouddorp buitengebied
BU19240201,Stellendam centrum
BU19240202,Stellendam west
BU19240203,Stellendam zuiderdiep
BU19240204,Stellendam haven
BU19240205,Stellendam buitengebied
BU19240301,Middelharnis westplaat
BU19240302,Middelharnis centrum
BU19240303,Middelharnis prinsenkwartier
BU19240304,Middelharnis bomenbuurt
BU19240305,Middelharnis oostplaat
BU19240306,Middelharnis Nieuw Zeeland
BU19240307,Middelharnis buitengebied
BU19240401,Ooltgensplaat woonkern
BU19240402,Ooltgensplaat haven
BU19240403,Ooltgensplaat buitengebied
BU19240501,Den Bommel woonkern
BU19240502,Den Bommel buitengebied
BU19240601,Oude-Tonge centrum
BU19240602,Oude-Tonge prinsessenbuurt handelskade
BU19240603,Oude-Tonge planetenbuurt
BU19240604,Oude-Tonge haven
BU19240605,Oude-Tonge industriegebied
BU19240606,Oude-Tonge buitengebied
BU19240701,Dirksland centrum
BU19240702,Dirksland noord
BU19240703,Dirksland zuid
BU19240704,Dirksland industriegebied
BU19240705,Dirksland buitengebied
BU19240801,Melissant woonkern
BU19240802,Melissant buitengebied
BU19240901,Herkingen woonkern
BU19240902,Herkingen buitenplaats
BU19240903,Herkingen buitengebied
BU19241001,Sommelsdijk centrum
BU19241002,Sommelsdijk bloemenbuurt
BU19241003,Sommelsdijk westplaat
BU19241004,Sommelsdijk vogelbuurt oost
BU19241005,Sommelsdijk vogelbuurt west
BU19241006,Sommelsdijk buitengebied
BU19241101,Nieuwe-Tonge woonkern
BU19241102,Nieuwe-Tonge battenoord
BU19241103,Nieuwe-Tonge buitengebied
BU19241201,Stad aan 't Haringvliet woonkern
BU19241202,Stad aan 't Haringvliet buitengebied
BU19241301,Achthuizen woonkern
BU19241302,Achthuizen buitengebied
BU06640101,Goes-Centrum
BU06640102,Goes-Oost
BU06640103,Goes-Zuid
BU06640104,Goes-West
BU06640105,Goes-Noordwest
BU06640106,Goes-Noordoost
BU06640107,Industrieterrein De Poel
BU06640108,Industrieterrein Haven
BU06640109,Goese Meer
BU06640110,Overzuid
BU06640111,Mannee
BU06640220,Wilhelminadorp
BU06640229,Verspreide huizen Wilhelminadorp
BU06640330,Kloetinge
BU06640331,Oostmolenpark
BU06640338,Verspreide huizen in het Oosten
BU06640339,Verspreide huizen in het Zuiden
BU06640440,Kattendijke
BU06640449,Verspreide huizen Kattendijke
BU06640550,'s-Heer-Arendskerke
BU06640551,De Schenge
BU06640559,Verspreide huizen in het Westen
BU06640660,Eindewege
BU06640770,'s-Heer-Hendrikskinderen
BU06640778,Verspr.h. ten N. v. 's-Heer-Hendrikskind
BU06640779,Verspr.h. ten Z. v. 's-Heer-Hendrikskind
BU06640880,Wolphaartsdijk
BU06640889,Verspreide huizen Wolphaartsdijk
BU06640990,Oud-Sabbinge
BU07850101,Goirle-Centrum
BU07850202,Grobbendonck
BU07850303,De Groote Akkers
BU07850304,De Leijzoom
BU07850405,De Hoogte
BU07850406,De Vallei
BU07850507,Abcoven
BU07850608,Wildackers
BU07850709,'t Ven
BU07850710,Burgemeesters
BU07850811,Tilburgseweg
BU07850812,De Boschkens-West
BU07850813,De Boschkens-Oost
BU07850914,Vennen
BU07850915,Bomen
BU07850916,De Villa
BU07850917,Rivieren
BU07850918,Kruiden
BU07851019,De Nieuwe Erven
BU07851120,Hoogeind
BU07851121,Geestelijken
BU07851122,Herstallen
BU07851223,Sportpark Van den Wildenberg
BU07851324,Tijlvoort-Noort
BU07851325,Tijlvoort-Zuid
BU07851426,Verspreide huizen Goirle
BU07852027,Riel-Dorp
BU07852028,Spaansehoek
BU07852129,Bedrijventerrein Riel
BU07852230,Sportpark De Krim
BU07852331,Verspreide huizen Riel
BU19420000,Brinklaan
BU19420001,Raadhuisplein
BU19420002,Verbindingslaan
BU19420003,Batterijlaan
BU19420004,Cereslaan
BU19420005,Bijlstraat
BU19420006,Nijverheidswerf
BU19420007,Laarderwegkwartier
BU19420008,Spiegelzicht
BU19420100,Prins Hendrikkwartier
BU19420101,Hooftlaan
BU19420102,Vondellaan
BU19420103,Bredius-West
BU19420104,Bredius-Oost
BU19420200,Sportpark-Zuid
BU19420201,Donderstraat
BU19420202,Godelindebuurt
BU19420203,Waltherlaan
BU19420204,Bloemenbuurt
BU19420205,Ooster Eng-Noord
BU19420206,Ooster Eng-Zuid
BU19420207,Midden Eng-Oost
BU19420208,Midden Eng-West
BU19420209,Wester Eng
BU19420300,Lomanplein
BU19420301,Schimmellaan
BU19420302,Boslaan
BU19420303,Koedijk
BU19420304,Kom van Bieghel
BU19420305,Meijerkamp
BU19420306,Fransekamp
BU19420400,Vesting Muiden
BU19420401,Krijgsman
BU19420402,Muiderberg
BU19420403,Mariahoeve Muiden
BU19420404,Buitendijken Muiderberg
BU19420408,Pampusweg
BU19420409,IJmeer
BU19420410,Noordpolder
BU19420501,Naarden Vesting
BU19420502,Tuindorp Keverdijk
BU19420503,Naarderwoonbos
BU19420504,Bedrijvenpark Gooimeer-Zuid
BU19420506,Oranje Nassaupark-Noord
BU19420507,Oranje Nassaupark-Zuid
BU19420508,Ministerpark
BU19420509,Componistenkwartier
BU19420510,Rembrandtpark
BU19420511,Bos van Bredius-Noord
BU19420512,Valkeveen
BU19420513,Naardermeer
BU19420515,Bos van Bredius-Zuid
BU19420555,Bedrijvenpark Gooimeer-Noord
BU19420565,Vierhoven
BU19420575,Naardermeerkwartier
BU19420585,De Fortlanden
BU05120101,Bovenstad
BU05120102,Benedenstad
BU05120200,Wijdschild
BU05120300,Lingewijk
BU05120403,Haarwijk West
BU05120404,Haarwijk Oost
BU05120500,Stalkaarsen
BU05120600,Gildenwijk
BU05120700,Schelluinsestraat
BU05120800,Avelingen Oost
BU05120900,Avelingen West
BU05121000,Molenvliet
BU05121105,Laag Dalem I
BU05121106,Laag Dalem II
BU05121107,Laag Dalem Oost
BU05121108,Laag Dalem Zuid
BU05121200,Dalem
BU05121300,Hoog Dalem
BU05121409,Linge
BU05121410,Oost I
BU05121411,Oost II
BU05121500,Papland
BU05121600,Schotdeuren
BU05121700,Bedrijventerrein Noord
BU05121800,Landelijk gebied West
BU05121900,Landelijk gebied Noord
BU05122000,Landelijk gebied Oost
BU05122100,Landelijk gebied Zuid
BU05130100,Nieuwe Markt e.o.
BU05130101,De Baan e.o.
BU05130102,Turfmarkt e.o.
BU05130103,Raam e.o.
BU05130104,Nieuwe Park Oost
BU05130105,Nieuwe Park West
BU05130200,De Korte Akkeren Oud
BU05130201,De Korte Akkeren Nieuw
BU05130202,Industrieterrein Kromme Gouwe
BU05130203,Industrieterrein Hollandsche IJssel
BU05130204,Weidebloemkwartier
BU05130300,Boerhaavekwartier
BU05130301,Windrooskwartier en Heesterbuurt
BU05130302,Groenhovenkwartier
BU05130303,Bloemendaalseweg
BU05130304,De Goudse Poort
BU05130305,Gaardenbuurt
BU05130400,Hoef- en Veldbuurt
BU05130401,Zomenbuurt
BU05130402,Hoevenbuurt
BU05130403,"Lusten-, Burgen- en Steinenbuurt"
BU05130404,Grassen- Waterbuurt
BU05130405,Bodegraafsestraatweg
BU05130406,De Mammoet
BU05130407,Wervenbuurt
BU05130500,Ouwe Gouwe
BU05130501,Statensingel
BU05130502,Wethouder Venteweg
BU05130503,Achterwillenseweg
BU05130504,Slagenbuurt
BU05130505,Middenwillens
BU05130509,De Goudse Hout
BU05130600,Oosterwei
BU05130601,Vreewijk
BU05130602,Voorwillenseweg
BU05130603,Kadenbuurt
BU05130604,Kort Haarlem
BU05130700,Sportbuurt
BU05130701,Molenbuurt
BU05130702,Polderbuurt
BU05130703,Vrijheidsbuurt
BU05130704,Componistenbuurt
BU05130705,Muziekbuurt
BU05130800,Stolwijkersluis Oost
BU05130809,Stolwijkersluis West
BU05130900,Gouwestroom
BU05130901,Ringvaartbocht
BU05130902,Oostpolder in Schieland
BU05130903,De Eilanden
BU05130904,Tuinenbuurt
BU05130909,Westergouwe
BU05180170,Oostduinen
BU05180271,Belgisch Park
BU05180373,Westbroekpark
BU05180374,Duttendel
BU05180448,Nassaubuurt
BU05180475,Uilennest
BU05180476,Duinzigt
BU05180477,Waalsdorp
BU05180478,Arendsdorp
BU05180479,Van Hoytemastraat e.o.
BU05180546,Archipelbuurt
BU05180605,Van Stolkpark en Scheveningse Bosjes
BU05180701,Oud Scheveningen
BU05180702,Vissershaven
BU05180703,Scheveningen Badplaats
BU05180704,Visserijbuurt
BU05180772,Rijslag
BU05180800,Duindorp
BU05180907,Statenkwartier
BU05180908,Geuzenkwartier
BU05181041,Zorgvliet
BU05181142,Stadhoudersplantsoen
BU05181143,Sweelinckplein e.o.
BU05181250,Bloemenbuurt-West
BU05181251,Bloemenbuurt-Oost
BU05181252,Bomenbuurt
BU05181309,Vogelwijk
BU05181481,Bosjes van Pex
BU05181492,Bohemen en Meer en Bos
BU05181590,Ockenburgh
BU05181591,Kijkduin
BU05181697,Kraayenstein en Vroondaal
BU05181785,Kerketuinen en Zichtenburg
BU05181786,Houtwijk
BU05181795,Kom Loosduinen
BU05181806,Waldeck-Zuid
BU05181840,Nieuw Waldeck
BU05181882,Rosenburg
BU05181893,Componistenbuurt
BU05181894,Waldeck-Noord
BU05181953,Vruchtenbuurt
BU05181983,Eykenduinen
BU05182054,Heesterbuurt
BU05182055,Valkenboskwartier
BU05182110,Rond de Energiecentrale
BU05182144,Koningsplein e.o.
BU05182245,Zeeheldenkwartier
BU05182347,Willemspark
BU05182449,Haagse Bos
BU05182561,Landen
BU05182567,Kampen
BU05182568,Marlot
BU05182569,Burgen en Horsten
BU05182664,Bezuidenhout-West
BU05182665,Bezuidenhout-Midden
BU05182666,Bezuidenhout-Oost
BU05182718,Huygenspark
BU05182762,Rivierenbuurt-Zuid
BU05182763,Rivierenbuurt-Noord
BU05182811,Kortenbos
BU05182812,Voorhout
BU05182813,Uilebomen
BU05182814,Zuidwal
BU05182915,Schildersbuurt-West
BU05182916,Schildersbuurt-Noord
BU05182917,Schildersbuurt-Oost
BU05183032,Transvaalkwartier-Noord
BU05183033,Transvaalkwartier-Midden
BU05183034,Transvaalkwartier-Zuid
BU05183130,Rustenburg
BU05183131,Oostbroek-Noord
BU05183135,Oostbroek-Zuid
BU05183284,Leyenburg
BU05183387,"Venen, Oorden en Raden"
BU05183396,"Zijden, Steden en Zichten"
BU05183398,Dreven en Gaarden
BU05183399,De Uithof
BU05183480,Morgenstond-Zuid
BU05183488,Morgenstond-West
BU05183489,Morgenstond-Oost
BU05183536,Zuiderpark
BU05183620,Moerwijk-Oost
BU05183637,Moerwijk-West
BU05183638,Moerwijk-Noord
BU05183639,Moerwijk-Zuid
BU05183721,Groente- en Fruitmarkt
BU05183819,Laakhaven-Oost
BU05183822,Laakhaven-West
BU05183823,Spoorwijk
BU05183824,Laakkwartier-West
BU05183825,Laakkwartier-Oost
BU05183826,Noordpolderbuurt
BU05183960,Binckhorst
BU05184001,Erasmus Veld
BU05184002,Hoge Veld
BU05184003,Parkbuurt oosteinde
BU05184004,Lage Veld
BU05184005,Zonne Veld
BU05184106,Vlietzoom-West
BU05184107,Vliegeniersbuurt
BU05184110,De Reef
BU05184208,Bosweide
BU05184209,Tedingerbroek
BU05184211,De Venen
BU05184212,Morgenweide
BU05184213,Singels
BU05184214,Waterbuurt
BU05184215,De Bras
BU05184316,Vlietzoom-Oost
BU05184317,De Rivieren
BU05184418,De Lanen
BU05184419,De Velden
BU05184420,De Vissen
BU05184421,Rietbuurt
BU00140000,Binnenstad-Noord
BU00140001,Binnenstad-Zuid
BU00140002,Binnenstad-Oost
BU00140003,Binnenstad-West
BU00140004,Noorderplantsoen
BU00140005,Hortusbuurt-Ebbingekwartier
BU00140007,UMCG
BU00140008,Stationsgebied
BU00140100,De Meeuwen
BU00140101,Oosterpoort
BU00140102,Herewegbuurt
BU00140103,Rivierenbuurt
BU00140104,Grunobuurt
BU00140105,Badstratenbuurt
BU00140106,Zeeheldenbuurt
BU00140107,Laanhuizen
BU00140108,Stadspark
BU00140109,Martini Trade Park
BU00140110,Peizerweg
BU00140200,Oranjebuurt
BU00140201,Noorderplantsoenbuurt
BU00140202,Schildersbuurt
BU00140203,Kostverloren
BU00140300,De Hoogte
BU00140301,Indische buurt
BU00140302,Professorenbuurt
BU00140400,Gorechtbuurt
BU00140401,Vogelbuurt
BU00140402,Bloemenbuurt
BU00140403,Florabuurt
BU00140404,Damsterbuurt
BU00140500,De Linie
BU00140501,Europapark
BU00140502,Eemskanaal
BU00140503,Kop van Oost
BU00140504,Woonschepenhaven
BU00140505,Driebond
BU00140506,Eemspoort
BU00140507,Euvelgunne
BU00140508,Winschoterdiep
BU00140509,Stainkoel'n
BU00140510,Roodehaan
BU00140511,Waterhuizen
BU00140600,Sterrebosbuurt
BU00140601,Coendersborg
BU00140602,Klein Martijn
BU00140603,Villabuurt
BU00140604,Helpman
BU00140605,De Wijert
BU00140606,De Wijert-Zuid
BU00140700,Corpus den Hoorn
BU00140701,Hoornse Meer
BU00140702,Hoornse Park
BU00140703,Van Swieten
BU00140704,Piccardthof
BU00140705,Bruilweering
BU00140800,Hoogkerk Dorp
BU00140801,Hoogkerk-Zuid
BU00140802,Westpoort
BU00140803,Vierverlaten
BU00140804,Zuidwending
BU00140805,Leegkerk
BU00140806,Gravenburg
BU00140809,Bangeweer
BU00140810,De Buitenhof
BU00140811,Kranenburg
BU00140812,De Kring
BU00140900,Vinkhuizen-Noord
BU00140901,Vinkhuizen-Zuid
BU00140902,Hoendiep
BU00140903,Friesestraatweg
BU00140904,Reitdiep
BU00140905,Dorkwerd
BU00140906,De Held
BU00140907,Westpark
BU00140908,De Suikerzijde-Noord
BU00140909,De Suikerzijde-Zuid
BU00141000,Selwerd
BU00141001,Paddepoel-Zuid
BU00141002,Paddepoel-Noord
BU00141003,Zernike Campus
BU00141004,Selwerderhof
BU00141005,Tuinwijk
BU00141100,Beijum-West
BU00141101,Beijum-Oost
BU00141102,De Hunze
BU00141103,Van Starkenborgh
BU00141104,Noorderhoogebrug
BU00141105,Het Witte Lam
BU00141106,Koningslaagte
BU00141107,Hunzeboord
BU00141200,Lewenborg-Noord
BU00141201,Lewenborg-Zuid
BU00141202,Lewenborg-West
BU00141203,Oosterhoogebrug
BU00141204,Ulgersmaborg
BU00141205,Hunzepark
BU00141206,Zilvermeer
BU00141207,Kardinge
BU00141208,Drielanden
BU00141209,Noorddijk
BU00141210,Ruischerbrug
BU00141211,Ruischerwaard
BU00141300,Middelbert
BU00141301,Engelbert
BU00141302,Klein Harkstede
BU00141400,Meeroevers
BU00141401,Harkstede GN
BU00141402,Lageland GN
BU00141403,Groenewei
BU00141404,Tersluis
BU00141405,De Zeilen
BU00141406,De Wierden
BU00141500,Ten Boer Dorp
BU00141501,Buitengebied Ten Boer-Zuid
BU00141502,Garmerwolde
BU00141503,Thesinge
BU00141504,Sint Annen
BU00141505,Buitengebied Ten Boer-Noord
BU00141506,Bedrijventerrein Ten Boer
BU00141600,Ten Post Dorp
BU00141601,Lellens
BU00141602,Woltersum
BU00141603,Winneweer
BU00141604,Wittewierum
BU00141605,Buitengebied Ten Post
BU00141700,Haren-Centrum
BU00141701,Haren-Zuidwest
BU00141702,Haren-Zuidoost
BU00141703,Haren-Noord
BU00141704,Essen
BU00141705,Buitengebied Haren-Noordwest
BU00141706,Nesciopark
BU00141707,Paterswoldsemeer
BU00141708,Buitengebied Haren-Zuidoost
BU00141709,Wolddeelen
BU00141710,Buitengebied Haren-Zuidwest
BU00141800,Oosterhaar
BU00141801,Tuindorp
BU00141802,Felland
BU00141803,Buitengebied Haren-Noordoost
BU00141900,Glimmen Dorp
BU00141901,Onnen Dorp
BU00141902,Noordlaren Dorp
BU00141903,Buitengebied Glimmen
BU00141904,Buitengebied Onnen
BU00141905,Buitengebied Noordlaren
BU00141906,Zuidlaardermeer
BU00141907,Noordlaarderbos
BU00141908,Appelbergen Glimmen
BU00141909,Appelbergen Onnen
BU17290000,Gulpen
BU17290001,Ingber-De Hut
BU17290002,"Euverem, Pesaken, Billinghuizen en Water"
BU17290003,Reijmerstok
BU17290009,Verspreide huizen
BU17290100,Wijlre
BU17290101,Etenaken
BU17290102,Stokhem-Beertsenhoven
BU17290103,Elkenrade
BU17290109,Verspreide huizen
BU17290200,Eys-Overeys
BU17290201,Trintelen
BU17290202,Eyserheide
BU17290209,Verspreide huizen
BU17290300,Partij-Wittem
BU17290301,Wahlwiller
BU17290302,Nijswiller
BU17290309,Verspreide huizen
BU17290400,Mechelen
BU17290401,Hilleshagen
BU17290402,Schweiberg-Dal
BU17290409,Verspreide huizen
BU17290500,Epen
BU17290501,Eperheide
BU17290509,Verspreide huizen
BU17290600,Slenaken
BU17290601,Heijenrade
BU17290602,Beutenaken
BU17290603,Schilberg-Hoogcruts
BU01580001,Haaksbergen Kern-1
BU01580002,Haaksbergen Kern-2
BU01580003,Haaksbergen Kern-3
BU01580004,Haaksbergen Kern-4
BU01580010,Veldmaat 1
BU01580011,Veldmaat 2
BU01580020,Leemdijk
BU01580030,Zienesch
BU01580040,De Pas
BU01580041,De Els
BU01580050,Wolferink 1 en 4
BU01580051,Wolferink 2
BU01580052,Wolferink 5
BU01580053,Wolferink 3
BU01580060,Hassinkbrink
BU01580090,Industriegebied West
BU01580091,Industriegebied Brammelo
BU01580160,Verspr.h. Langelo ten N. van de spoorl.
BU01580170,Verspr.h. Langelo (ged.) en Honesch
BU01580180,Verspr.h. Veldmaat ten Z. van de spoorl.
BU01580190,Verspr.h. Veldmaat ten N. van de spoorl.
BU01580200,Sint Isidorushoeve kern
BU01580290,Verspreide huizen Sint Isidorushoeve
BU01580300,Buurse kern
BU01580390,Verspreide huizen Buurse
BU01580490,Verspreide huizen Brammelo
BU01580590,Verspreide huizen Bretelerveld
BU01580690,Verspreide huizen Stepelo (gedeeltelijk)
BU01580900,Haaksbergen Kern-Centrum
BU03920101,Stationsbuurt
BU03920102,Binnenstad
BU03920103,Bakenes
BU03920104,Burgwal
BU03920105,Vijfhoek
BU03920106,Heiliglanden
BU03920201,Koninginnebuurt
BU03920202,Florapark
BU03920203,Welgelegen
BU03920204,Rozenprieel-noord
BU03920205,Rozenprieel-zuid
BU03920206,Bosch en Vaart
BU03920207,Haarlemmerhout
BU03920208,Zuiderhout
BU03920301,Garenkokerskwartier
BU03920302,Hasselaersbuurt
BU03920303,Leidsebuurt-west
BU03920304,Leidsebuurt-oost
BU03920401,Van Galenbuurt
BU03920402,Zeeheldenbuurt
BU03920403,Geschiedschrijversbuurt
BU03920404,Natuurkundigenbuurt-west
BU03920405,Natuurkundigenbuurt-oost
BU03920501,Veldzigt
BU03920502,Bloemenbuurt
BU03920503,Ramplaankwartier
BU03920504,Tuinbouwgebied-noord
BU03920505,Tuinbouwgebied-zuid
BU03920506,Oosterduin
BU03920601,Sportliedenbuurt
BU03920602,Waarderpolder
BU03920603,Schoteroog en Veerpolder
BU03920701,Oude Amsterdamsebuurt
BU03920702,Potgieterbuurt
BU03920703,Cremerbuurt
BU03920704,Van Zeggelenbuurt
BU03920801,Kruistochtbuurt
BU03920802,Componistenbuurt
BU03920803,Karolingenbuurt
BU03920804,Verzetsliedenbuurt
BU03920901,Architectenbuurt
BU03920902,Zuiderpolder-noord
BU03920903,Buitengebied Zuiderpolder
BU03920904,Kunstschildersbuurt
BU03920905,Zuiderpolder-zuid
BU03920906,Reinaldapark
BU03921001,Generaalsbuurt
BU03921002,De Goede Hoop
